	5QBDM2ESPNATXXX0494	5QBDM2ESPPOOBXX0490	BR5r-M2-ESP-POO-B-XX-1621	BR5rM2ESPNATXXX1625	MvvQ-M2-ESP-POO-A-XX-1616	MvvQM2ESPNATXXX1620	TZEpM2ESPNATXXX0504	TZEpM2ESPPOOAXX0500
Pseudomonas.sp..S150	309	0	789	393	371	289	0	0
Pseudomonas.sp..ATCC.43928	475	0	1071	0	582	0	0	0
Pseudomonas.sp..Os17	859	0	1466	0	0	0	0	0
Pseudomonas.aeruginosa	86831	88168	285116	124440	145542	101970	56135	104152
Pseudomonas.mendocina	5639	9821	15956	6378	8633	4789	2009	7483
Pseudomonas.alcaligenes	5423	6423	15547	6165	8200	4977	2105	12019
Pseudomonas.furukawaii	2944	2662	7980	3458	4316	2594	1104	2742
Pseudomonas.oleovorans	1757	2077	5110	2028	2560	1367	688	2129
Pseudomonas.resinovorans	2800	2551	7559	3199	3899	2463	972	2691
Pseudomonas.multiresinivorans	1473	1439	4356	1756	2117	1315	601	1315
Pseudomonas.nitroreducens	1108	1028	2722	1139	1398	894	406	950
Pseudomonas.citronellolis	3138	2866	8238	3522	3950	2537	1003	2606
Pseudomonas.fluorescens	18026	17507	50785	19571	22797	14430	5767	15802
Pseudomonas.protegens	5329	4479	18794	20220	17615	8317	6718	10734
Pseudomonas.orientalis	2125	2070	6706	2627	2941	1946	749	1962
Pseudomonas.azotoformans	1957	1793	5481	2120	2448	1668	661	1565
Pseudomonas.synxantha	2049	1851	5545	2110	2471	1646	689	1700
Pseudomonas.rhodesiae	1194	1099	3627	1471	1592	1059	456	1101
Pseudomonas.poae	1286	1156	3505	1466	1714	1104	512	1135
Pseudomonas.trivialis	1064	1018	2942	1175	1402	895	402	944
Pseudomonas.tolaasii	885	826	2507	1029	1132	795	318	776
Pseudomonas.mediterranea	904	871	2572	1127	1275	807	371	836
Pseudomonas.corrugata	739	788	2300	934	1110	678	295	758
Pseudomonas.migulae	856	735	2248	917	1110	710	338	756
Pseudomonas.cedrina	717	597	1893	758	890	587	221	583
Pseudomonas.mucidolens	545	563	1620	679	825	542	222	533
Pseudomonas.brenneri	485	505	1517	582	739	475	216	484
Pseudomonas.congelans	464	531	1321	607	583	391	206	496
Pseudomonas.libanensis	605	525	1587	568	754	445	0	507
Pseudomonas.veronii	978	1026	2381	1027	1175	687	0	808
Pseudomonas.ogarae	349	342	1031	394	546	339	0	299
Pseudomonas.mandelii	701	891	2491	893	1249	673	0	741
Pseudomonas.stutzeri	30696	27538	68110	25286	32996	19058	8509	28753
Pseudomonas.chloritidismutans	984	375	1090	452	508	334	0	383
Pseudomonas.balearica	4692	5450	14691	5741	7598	4341	2148	5885
Pseudomonas.xanthomarina	813	927	2309	820	1194	678	275	952
Pseudomonas.luteola	296	6424	873	314	417	254	0	1657
Pseudomonas.putida	28638	29048	80179	31452	37816	24776	10489	26980
Pseudomonas.oryzihabitans	5020	13452	13155	5684	6217	4260	1768	7200
Pseudomonas.fulva	9088	9467	25177	10127	12413	7331	2921	9043
Pseudomonas.plecoglossicida	1554	1419	4284	1814	2092	1253	557	1423
Pseudomonas.mosselii	1572	1585	4217	1723	1856	1155	570	1251
Pseudomonas.monteilii	1446	1343	3936	1483	1663	1334	528	1348
Pseudomonas.sp..SGAir0191	362	559	976	346	478	269	0	304
Pseudomonas.syringae	8165	7272	19865	10360	8828	9593	2663	7244
Pseudomonas.viridiflava	1935	2034	5886	2298	2741	1729	840	1973
Pseudomonas.cichorii	1051	1137	3169	1267	1549	902	416	1111
Pseudomonas.asturiensis	706	677	1952	784	921	631	268	651
Pseudomonas.amygdali	1833	1621	4561	1564	2361	1344	850	1850
Pseudomonas.savastanoi	783	748	2057	675	897	622	0	810
Pseudomonas.syringae.group.genomosp..7	570	562	1569	623	839	511	235	566
Pseudomonas.fuscovaginae	486	583	1595	676	651	493	178	467
Pseudomonas.avellanae	433	366	1070	284	458	402	0	446
Pseudomonas.chlororaphis	12604	12093	36635	14365	16681	10844	4269	10551
Pseudomonas.lundensis	601	611	1924	721	877	564	224	622
Pseudomonas.fragi	680	709	2051	776	947	553	228	581
Pseudomonas.otitidis	5112	4367	13438	6172	6971	4649	1858	4530
Pseudomonas.psychrotolerans	4677	5144	12448	5507	6090	4159	1800	4428
Pseudomonas.knackmussii	6024	6074	16848	7194	8183	5145	2403	5812
Pseudomonas.oryzae	4161	3804	11680	5062	6137	3840	1657	3993
Pseudomonas.entomophila	3995	3739	11518	5020	5296	3673	1393	3590
Pseudomonas.guangdongensis	2973	2552	7807	3515	3908	2553	1165	2452
Pseudomonas.cavernae	2603	2546	7434	2986	3882	2287	949	2597
Pseudomonas.lalkuanensis	2395	2131	6597	2725	3287	1921	848	2285
Pseudomonas.eucalypticola	1742	1472	4648	1998	2171	1444	665	1461
Pseudomonas.qingdaonensis	1823	1523	4765	2134	2428	1610	619	1489
Pseudomonas.parafulva	1903	1840	5410	2390	2544	1735	701	1736
Pseudomonas.vanderleydeniana	1677	1427	4565	1913	2191	1531	581	1388
Pseudomonas.campi	1621	1570	4277	1771	2330	1294	485	2053
Pseudomonas.alkylphenolica	1329	1212	3633	1441	1778	1045	467	1129
Pseudomonas.muyukensis	1439	1189	3708	1669	1783	1217	560	1258
Pseudomonas.cremoricolorata	1266	1194	3516	1561	1753	1162	499	1204
Pseudomonas.rhizosphaerae	1227	1186	3446	1368	1602	1124	357	1066
Pseudomonas.argentinensis	1275	1163	3485	1419	1730	1161	466	1221
Pseudomonas.brassicacearum	3222	3130	8687	3385	4048	2437	885	2551
Pseudomonas.tohonis	1784	1774	5080	2289	2542	1648	644	1698
Pseudomonas.nanhaiensis	1105	1319	3964	1330	1680	985	446	1387
Pseudomonas.frederiksbergensis	1224	1252	3737	1451	1745	1043	461	1127
Pseudomonas.yamanorum	1148	1060	3299	1230	1624	1013	465	988
Pseudomonas.xantholysinigenes	1098	930	3030	1246	1348	940	386	841
Pseudomonas.saudiphocaensis	997	1199	2968	1103	1450	866	368	1247
Pseudomonas.umsongensis	987	966	2886	1189	1332	895	359	891
Pseudomonas.fakonensis	1087	892	2921	1232	1341	928	405	842
Pseudomonas.xanthosomae	1081	979	2840	1228	1271	930	373	822
Pseudomonas.zhaodongensis	1158	1260	3297	1220	1636	912	394	1301
Pseudomonas.alvandae	915	931	2519	1083	1229	811	317	863
Pseudomonas.phragmitis	822	940	2495	952	1166	635	292	973
Pseudomonas.palleroniana	868	902	2525	1068	1171	854	318	812
Pseudomonas.koreensis	1035	965	3001	1257	1366	959	388	820
Pseudomonas.vancouverensis	838	820	2290	847	1099	710	302	735
Pseudomonas.pohangensis	753	898	2247	794	1125	574	278	885
Pseudomonas.tructae	791	720	2388	987	1185	737	347	775
Pseudomonas.agarici	651	598	1864	712	815	563	254	540
Pseudomonas.extremaustralis	735	665	2088	865	1009	633	244	635
Pseudomonas.silesiensis	712	631	1960	763	905	622	264	569
Pseudomonas.prosekii	673	723	2136	894	893	646	262	623
Pseudomonas.promysalinigenes	659	630	1962	741	884	558	251	664
Pseudomonas.antarctica	732	739	2278	956	1094	747	296	706
Pseudomonas.granadensis	843	831	2470	962	1076	669	301	709
Pseudomonas.arsenicoxydans	691	628	1990	726	948	567	270	623
Pseudomonas.graminis	688	578	1816	759	843	509	248	620
Pseudomonas.wenzhouensis	704	772	1998	792	1051	641	269	870
Pseudomonas.thivervalensis	648	693	2047	864	968	642	231	684
Pseudomonas.maumuensis	760	679	2063	854	934	619	263	639
Pseudomonas.sediminis	651	754	1944	743	963	629	220	768
Pseudomonas.lurida	612	567	1758	746	837	571	257	524
Pseudomonas.simiae	613	575	1661	667	777	535	206	556
Pseudomonas.hamedanensis	572	606	1811	738	894	545	204	623
Pseudomonas.marincola	537	742	1865	603	891	419	225	732
Pseudomonas.asgharzadehiana	584	536	1724	743	749	552	229	491
Pseudomonas.viciae	553	551	1600	653	730	487	239	530
Pseudomonas.lini	509	504	1417	563	602	402	148	442
Pseudomonas.versuta	471	383	1263	519	542	325	151	436
Pseudomonas.kunmingensis	966	615	1726	564	874	465	0	601
Pseudomonas.reinekei	481	426	1313	567	597	389	197	469
Pseudomonas.taetrolens	412	466	1413	511	648	405	170	489
Pseudomonas.alcaliphila	714	695	1830	688	927	530	223	709
Pseudomonas.psychrophila	386	439	1195	477	577	365	147	381
Pseudomonas.oryziphila	616	570	1775	738	817	491	188	477
Pseudomonas.kribbensis	655	741	2056	800	946	553	227	584
Pseudomonas.khazarica	731	673	1752	731	1010	490	243	651
Pseudomonas.toyotomiensis	623	781	1653	691	768	448	175	707
Pseudomonas.allokribbensis	409	429	1359	546	624	367	149	451
Pseudomonas.asplenii	476	501	1411	546	609	386	147	399
Pseudomonas.gozinkensis	415	405	1113	469	496	349	143	307
Pseudomonas.tritici	360	359	1050	427	475	343	136	333
Pseudomonas.sihuiensis	596	688	1697	570	702	464	0	590
Pseudomonas.chengduensis	671	781	2187	711	1112	573	278	945
Pseudomonas.moraviensis	667	684	2012	704	773	540	0	620
Pseudomonas.azerbaijanoriens	395	353	1021	416	489	307	0	324
Pseudomonas.atacamensis	459	479	1315	472	599	367	0	429
Pseudomonas.tensinigenes	311	348	924	362	412	270	0	292
Pseudomonas.anuradhapurensis	379	457	1423	450	608	374	0	398
Pseudomonas.zarinae	347	287	973	403	446	314	0	249
Pseudomonas.iranensis	349	295	816	329	455	240	0	267
Pseudomonas.zeae	255	341	974	307	366	267	0	346
Pseudomonas.germanica	252	268	791	312	337	247	0	267
Pseudomonas.monsensis	326	270	787	302	472	208	0	255
Pseudomonas.salmasensis	244	228	668	307	336	245	0	218
Pseudomonas.soli	539	0	1559	451	753	0	0	546
Pseudomonas.lactis	218	191	641	262	333	197	0	243
Pseudomonas.juntendi	969	1116	3481	1347	1470	981	0	1335
Pseudomonas.donghuensis	444	0	921	367	0	0	0	0
Pseudomonas.sessilinigenes	394	0	984	347	384	0	0	0
Azotobacter.chroococcum	4478	4663	12928	5682	6456	4438	1999	3914
Azotobacter.salinestris	2778	2739	6880	3267	3706	2442	1164	2350
Azotobacter.vinelandii	10953	1644	27261	8420	13685	4892	2182	6634
Halopseudomonas.xinjiangensis	923	1052	3299	1180	1403	840	376	952
Halopseudomonas.sp..RR6	922	808	2665	1034	1243	838	322	925
Halopseudomonas.sabulinigri	856	776	2565	950	1155	811	317	832
Halopseudomonas.aestusnigri	1099	1264	3405	1325	1690	994	456	1220
Halopseudomonas.litoralis	664	707	2107	808	972	589	276	811
Halopseudomonas.salegens	462	495	1480	453	673	345	139	451
Permianibacter.aggregans	648	808	2266	769	975	583	249	788
Marinobacter.sp..CA1	982	967	4938	1276	1466	921	431	1078
Marinobacter.sp..LPB0319	599	526	2621	696	848	452	226	603
Marinobacter.sp..NP.4.2019.	625	644	3655	692	934	492	291	694
Marinobacter.sp..Arc7.DN.1	559	593	3354	659	841	445	305	717
Marinobacter.sp..LV10R510.11A	261	276	1262	307	460	236	131	264
Marinobacter.sp..LQ44	552	629	3869	739	911	484	0	810
Marinobacter.sp..es.042	382	370	1890	430	546	321	0	445
Marinobacter.sp..CP1	524	502	2990	550	767	465	0	787
Marinobacter.sp..JH2	220	260	1325	249	366	185	0	281
Marinobacter.sp..BSs20148	215	220	1002	258	351	206	0	253
Marinobacter.fonticola	726	785	3284	872	1160	663	260	878
Marinobacter.salarius	627	646	3539	771	983	593	322	740
Marinobacter.nauticus	667	701	4227	826	1124	580	364	1294
Marinobacter.similis	504	504	2366	597	774	476	245	610
Marinobacter.salsuginis	443	464	2398	550	673	369	244	541
Marinobacter.salinus	408	399	1931	432	603	324	140	474
Marinobacter.adhaerens	380	606	2150	495	553	417	0	592
Marinobacter.psychrophilus	169	169	703	180	285	0	0	204
Klebsiella.pneumoniae	51314	78866	209977	76357	98130	70204	23610	57763
Klebsiella.quasipneumoniae	3573	5050	13548	5278	6352	3893	1924	4174
Klebsiella.oxytoca	1865	1208	3384	1277	1404	1883	457	1009
Klebsiella.aerogenes	855	1557	3375	1252	1455	904	381	1321
Klebsiella.michiganensis	1705	2113	6321	2121	2967	1979	838	2124
Klebsiella.variicola	1598	2262	5165	2075	2880	1641	1060	1922
Klebsiella.quasivariicola	276	434	1072	398	504	268	0	377
Klebsiella.africana	222	240	760	280	368	233	0	232
Klebsiella.huaxiensis	239	252	802	330	404	226	0	305
Klebsiella.grimontii	672	0	2267	1380	1240	0	0	0
Raoultella.sp..HC6	730	643	2023	904	837	665	635	622
Raoultella.planticola	538	531	1781	658	834	564	462	495
Raoultella.ornithinolytica	1962	1903	5617	2377	3022	1824	0	1852
Raoultella.terrigena	429	443	1365	613	735	456	0	352
Enterobacter.cloacae	3100	5145	11088	4074	5192	3077	1589	5441
Enterobacter.hormaechei	6798	22120	25208	8835	11425	7273	4234	12058
Enterobacter.cancerogenus	584	733	1732	704	731	535	292	520
Enterobacter.asburiae	2213	2782	6794	2859	3823	1889	1032	2167
Enterobacter.roggenkampii	1313	1743	4206	1743	2116	1273	623	1416
Enterobacter.ludwigii	584	753	1982	840	996	480	0	545
Enterobacter.chengduensis	232	339	858	390	434	307	0	261
Enterobacter.chuandaensis	190	218	691	281	299	204	0	206
Enterobacter.sp..JUb54	466	441	1402	533	643	393	232	384
Enterobacter.sp..SA187	452	743	1333	586	695	398	242	483
Enterobacter.sp..E76	610	931	1706	824	850	580	0	656
Enterobacter.sp..RHBSTW.00175	210	288	707	299	255	0	0	265
Enterobacter.sp..RHBSTW.00994	149	198	465	190	247	133	0	158
Enterobacter.huaxiensis	293	377	977	410	409	314	149	295
Enterobacter.mori	343	421	1246	442	539	382	0	473
Enterobacter.oligotrophicus	179	220	483	232	264	149	0	161
Enterobacter.bugandensis	320	1207	1236	426	542	382	0	395
Enterobacter.soli	153	199	465	204	223	150	0	150
Citrobacter.freundii	2561	3516	7987	3105	3799	2663	1816	3086
Citrobacter.sp..RHB25.C09	242	336	841	339	365	239	0	238
Citrobacter.sp..R56	195	258	718	270	331	197	0	228
Citrobacter.rodentium	402	352	1130	455	525	347	124	356
Citrobacter.amalonaticus	1761	1854	4196	1682	2049	1511	0	1599
Citrobacter.farmeri	298	385	1032	405	502	330	0	335
Citrobacter.koseri	353	383	1019	428	475	383	0	335
Citrobacter.tructae	170	173	512	154	192	152	0	162
Cronobacter.sakazakii	1305	1317	3302	1549	1606	1732	601	1328
Cronobacter.dublinensis	721	744	1900	754	996	701	308	642
Cronobacter.universalis	620	616	1714	784	819	573	280	539
Cronobacter.condimenti	403	483	1183	467	537	432	179	398
Cronobacter.malonaticus	482	474	1224	556	647	537	0	473
Leclercia.adecarboxylata	2455	5187	6901	3218	3579	2307	1085	2759
Leclercia.sp..29361	500	517	1087	599	692	436	0	530
Leclercia.pneumoniae	258	680	952	338	443	271	0	422
Kosakonia.sp..SMBL.WEM22	311	381	948	380	495	299	174	318
Kosakonia.sp..CCTCC.M2018092	264	389	826	341	329	210	0	241
Kosakonia.sp..MUSA4	176	213	608	189	277	190	0	0
Kosakonia.cowanii	843	950	2605	1112	1249	793	519	743
Kosakonia.sacchari	487	671	1587	541	760	454	260	566
Kosakonia.radicincitans	377	347	920	435	494	271	0	309
Kosakonia.oryzae	283	246	713	285	319	233	0	205
Kosakonia.pseudosacchari	183	231	603	224	305	239	0	733
Kosakonia.arachidis	137	197	517	176	245	166	0	144
Pluralibacter.gergoviae	1797	1551	4823	2084	2312	1596	773	1414
X.Enterobacter..lignolyticus	818	848	2460	1140	1116	827	343	713
Salmonella.enterica	37690	62183	159295	60508	70110	50039	25621	60927
Salmonella.bongori	167	289	652	238	1365	1108	0	219
Escherichia.coli	19082	30869	133398	60339	60504	20152	15464	36186
Escherichia.albertii	303	349	1160	350	441	261	0	309
Escherichia.fergusonii	243	367	679	269	337	0	0	0
Cedecea.neteri	1073	1211	3382	1317	1560	1041	444	1032
Cedecea.lapagei	362	357	971	379	455	334	0	303
Cedecea.sp..FDAARGOS_727	292	341	885	336	444	265	131	275
Lelliottia.amnigena	708	849	2270	846	1059	707	326	751
Kluyvera.ascorbata	661	602	1389	769	828	634	244	521
Kluyvera.intermedia	267	321	895	305	393	226	0	312
Candidatus.Symbiopectobacterium.sp..SyEd1	237	265	772	289	362	193	0	220
Pseudescherichia.vulneris	457	1213	1244	521	655	395	182	554
Jejubacter.calystegiae	460	658	1364	561	655	364	163	389
Shimwellia.blattae	383	1829	1082	477	529	364	155	337
Atlantibacter.hermannii	373	484	1193	482	593	332	138	470
Buttiauxella.agrestis	263	332	849	289	374	223	0	256
Plesiomonas.shigelloides	371	449	1280	448	707	385	169	485
Yokenella.regensburgei	350	409	1190	468	564	363	163	422
Scandinavium.goeteborgense	283	341	912	383	447	248	146	557
Pseudocitrobacter.sp..G163CM	268	323	861	353	370	245	0	261
Phytobacter.ursingii	332	475	1186	379	524	351	0	398
Serratia.marcescens	9298	8473	25245	10790	13000	9510	4412	4802
Serratia.plymuthica	1464	3254	7000	2292	1944	1317	640	17047
Serratia.sp..FDAARGOS_506	370	295	1046	456	495	373	0	213
Serratia.sp..ATCC.39006	166	156	480	172	261	123	0	155
Serratia.sp..FGI94	349	360	840	389	508	394	0	193
Serratia.rubidaea	1683	1628	4201	1943	2282	1552	629	893
Serratia.entomophila	809	758	2220	1018	1206	767	311	663
Serratia.proteamaculans	510	493	1527	585	722	494	180	419
Serratia.odorifera	464	512	1561	617	674	441	186	464
Serratia.surfactantfaciens	480	531	1487	692	725	512	228	308
Serratia.fonticola	555	666	1810	745	931	751	301	379
Serratia.liquefaciens	610	598	1620	729	843	663	290	323
Serratia.quinivorans	290	303	886	344	411	317	0	215
Serratia.rhizosphaerae	351	345	954	383	512	377	0	190
Serratia.symbiotica	173	170	493	219	227	143	0	185
Serratia.grimesii	164	177	520	161	224	150	0	116
Serratia.inhibens	199	200	608	293	316	206	0	0
Serratia.ureilytica	1931	0	4824	2118	2339	0	0	494
Rahnella.aquatilis	873	892	2614	1126	1369	820	358	827
Rahnella.victoriana	320	333	1058	386	451	264	0	270
Rahnella.inusitata	328	295	945	403	520	297	135	300
Rahnella.sp..ERMR1.05	291	292	938	385	363	280	133	255
Yersinia.entomophaga	166	142	315	0	179	0	0	0
Yersinia.enterocolitica	491	676	955	598	461	529	0	715
Nissabacter.sp..SGAir0207	1392	2407	3891	1726	1812	1294	579	1108
Gibbsiella.quercinecans	624	646	2010	855	993	593	258	580
Rouxiella.badensis	398	368	1165	420	534	351	149	351
Ewingella.americana	401	381	1201	480	568	378	127	341
Chania.multitudinisentens	194	190	619	204	275	168	0	161
Pantoea.sp..Z09	1096	1387	3385	1431	1596	1159	484	1034
Pantoea.sp..SO10	447	534	1397	522	594	363	154	414
Pantoea.sp..At.9b	352	416	1018	395	472	313	142	357
Pantoea.sp..MSR2	285	374	913	387	451	276	119	281
Pantoea.sp..CCBC3.3.1	283	408	879	306	400	261	0	286
Pantoea.agglomerans	2525	4865	7875	3198	3524	2570	1023	2441
Pantoea.dispersa	1936	3927	5988	2316	2862	1930	828	2121
Pantoea.deleyi	672	909	1777	753	879	619	258	650
Pantoea.ananatis	627	724	2531	800	979	679	274	628
Pantoea.vagans	1411	2901	4211	1649	2012	1274	555	1404
Pantoea.alhagi	407	1259	1287	485	561	357	154	426
Pantoea.stewartii	391	504	1223	406	548	359	172	408
Pantoea.cypripedii	333	416	1051	403	431	325	128	324
Pantoea.rwandensis	237	372	687	311	329	205	0	244
Erwinia.sp..E602	1053	953	3117	1457	1561	1105	507	882
Erwinia.sp..J780	212	229	703	257	283	222	0	214
Erwinia.gerundensis	506	582	1608	660	800	515	272	480
Erwinia.persicina	423	387	1261	548	593	432	236	341
Erwinia.rhapontici	382	363	1105	444	528	362	232	331
Erwinia.amylovora	397	349	1002	393	447	317	0	294
Erwinia.billingiae	688	738	1632	837	767	708	0	696
Erwinia.tasmaniensis	226	242	821	310	384	227	0	235
Erwinia.tracheiphila	140	184	489	161	199	146	0	160
Mixta.gaviniae	907	1060	2668	1148	1163	837	395	794
Mixta.calida	670	888	2114	957	1088	735	315	728
Mixta.theicola	577	687	1832	828	848	602	260	534
Mixta.sp..X22927	401	1561	1272	524	550	368	188	380
Mixta.intestinalis	312	365	912	342	433	261	129	283
Buchnera.aphidicola	260	399	935	246	426	180	138	373
Dickeya.dadantii	765	749	2671	1056	1126	1005	530	920
Dickeya.zeae	659	638	2024	816	908	767	584	776
Dickeya.chrysanthemi	423	543	1470	629	742	736	299	470
Dickeya.dianthicola	498	426	1950	754	978	664	282	1083
Dickeya.fangzhongdai	469	487	1730	650	757	1038	0	832
Dickeya.sp..NCPPB.3274	196	134	577	215	235	258	0	210
Dickeya.poaceiphila	190	201	589	177	258	158	0	177
Dickeya.solani	5063	7420	14295	6325	7023	271	0	918
Pectobacterium.carotovorum	994	1196	2760	1205	1226	962	0	1031
Pectobacterium.brasiliense	497	573	1425	656	720	499	0	518
Pectobacterium.parmentieri	199	186	571	214	296	188	0	0
Pectobacterium.atrosepticum	155	165	574	175	274	144	0	181
Pectobacterium.polaris	212	230	603	258	328	203	0	244
Brenneria.izadpanahii	902	817	2700	1020	1182	741	363	728
Brenneria.goodwinii	646	586	2009	836	1018	634	282	683
Brenneria.rubrifaciens	327	296	1101	374	476	293	0	314
Lonsdalea.populi	484	462	1400	555	707	457	204	431
Lonsdalea.britannica	371	384	1255	442	588	362	171	418
Musicola.paradisiaca	434	404	1339	576	675	385	226	392
Edwardsiella.tarda	1752	1912	4636	1260	2076	3195	840	1871
Edwardsiella.hoshinae	455	408	1390	527	606	389	217	368
Edwardsiella.ictaluri	342	393	1148	1211	728	476	236	637
Edwardsiella.piscicida	1106	0	3213	1685	1907	655	0	0
Hafnia.alvei	284	366	1098	380	534	303	0	346
Morganella.morganii	1044	1327	4080	1551	1921	1092	495	1350
Providencia.rettgeri	359	527	1307	370	637	331	0	499
Xenorhabdus.bovienii	135	206	476	186	228	136	0	187
Proteus.mirabilis	345	374	715	0	449	0	0	0
Sodalis.sp..dw_23	705	728	2159	853	1006	676	264	694
Sodalis.praecaptivus	674	621	2091	869	961	721	309	582
Sodalis.glossinidius	371	392	1090	485	501	336	156	369
Candidatus.Sodalis.pierantonius	239	242	795	355	364	260	0	255
Leminorella.richardii	218	229	662	262	346	202	0	256
Halomonas.sp..THAF5a	3705	2973	10376	4640	5230	3406	1652	3704
Halomonas.sp..THAF12	3198	2825	8991	3980	4373	3057	1435	3348
Halomonas.sp..1513	2436	2110	6862	3008	3460	2264	947	2577
Halomonas.sp..HG01	2860	2238	7779	3281	3835	2521	1171	2782
Halomonas.sp..JS92.SW72	4033	3194	9373	3771	4611	3105	1556	3862
Halomonas.sp..YLGW01	1815	1691	5849	2408	2789	1823	871	2153
Halomonas.sp..MCCC.1A13316	1670	1556	9953	1985	2441	1529	655	2183
Halomonas.sp..PGE1	3109	2395	8122	3480	3881	2902	1211	3517
Halomonas.sp..Y2R2	581	1424	1786	594	786	462	213	658
Halomonas.sp..A40.4	526	586	1696	614	856	471	257	658
Halomonas.sp..SH5A2	437	492	1340	515	663	396	157	564
Halomonas.sp..SS10.MC5	2579	1978	8560	3011	3225	1983	1736	2419
Halomonas.sp..KO116	363	402	1284	417	691	314	178	484
Halomonas.sp..18071143	773	882	2100	847	1118	662	0	792
Halomonas.sp..R57.5	357	418	1175	385	590	284	0	521
Halomonas.sp..FeN2	339	320	992	371	450	328	187	404
Halomonas.sp..SF2003	915	1012	2631	1027	1220	779	0	1054
Halomonas.sp..NyZ770	847	805	1822	730	1109	618	0	697
Halomonas.sp..GFAJ.1	191	222	671	266	278	154	0	271
Halomonas.beimenensis	3588	2938	9647	4293	5062	3358	1483	3470
Halomonas.aestuarii	2650	2130	7720	3339	3874	2568	1063	2617
Halomonas.socia	2311	1903	6684	2656	3265	2008	938	2283
Halomonas.tianxiuensis	1940	1751	14703	2324	2911	1832	832	5946
Halomonas.sulfidivorans	1895	1900	11332	2339	2862	1753	761	2584
Halomonas.elongata	1629	1417	4927	1865	2337	1470	623	3729
Halomonas.chromatireducens	1260	1138	4280	1514	1838	1137	503	1384
Halomonas.meridiana	1271	1421	4003	1435	1833	1056	594	1938
Halomonas.subglaciescola	784	828	2582	1029	1275	709	317	930
Halomonas.huangheensis	738	689	2308	807	1076	567	238	817
